      12.9498     0.120317     0.731758    0.0164725
      12.8275     0.124090     0.760846    0.0289331
      12.7019     0.127198     0.718315    0.0579680
      12.5734     0.129769     0.789593    0.0545821
      12.4426     0.131917     0.798050    0.0448840
      12.3097     0.133747     0.785874    0.0524812
      12.1752     0.135360     0.756283    0.0462334
      12.0391     0.136844     0.809236    0.0456268
      11.9015     0.138280     0.800035    0.0465636
      11.7625     0.139738     0.828089    0.0525384
      11.6220     0.141281     0.833692    0.0426202
      11.4799     0.142963     0.860956    0.0449731
      11.3360     0.144829     0.825200    0.0369087
      11.1901     0.146912     0.811704    0.0370839
      11.0420     0.149239     0.856573    0.0290434
      10.8915     0.151830     0.860690    0.0366822
      10.7382     0.154695     0.854535    0.0419183
      10.5820     0.157831     0.843444    0.0360033
      10.4225     0.161234     0.872197    0.0357953
      10.2594     0.164889     0.833632    0.0322253
      10.0926     0.168769     0.852309    0.0333847
      9.92176     0.172842     0.868096    0.0364582
      9.74680     0.177073     0.833173    0.0487113
      9.56756     0.181412     0.863316    0.0416241
      9.38395     0.185808     0.905327    0.0387962
      9.19594     0.190208     0.893052    0.0300551
      9.00356     0.194548     0.901171    0.0271187
      8.80690     0.198769     0.930030    0.0310444
      8.60612     0.202803     0.928735    0.0336853
      8.40142     0.206591     0.899680    0.0376699
