baseline,8.257153,8.616133,8.990722,9.381597,9.789465,10.21506,10.65917,11.12258,11.60613,12.11072,12.63723,13.18664,13.75993
0,1,1,1,1,1,1,1,1,1,1,1,1,1
5.0,0.9814728366951007,0.9803618446499343,0.9794671182669011,0.9797515946725659,0.9805438646222943,0.9814626029729662,0.9824718225648031,0.9834612499302211,0.9844280784827231,0.9859615765347413,0.9868712896688927,0.9872905470845125,0.9875792703382974
10.0,0.9306157834834452,0.926708289797716,0.923545130471988,0.9246917956598328,0.9273363561071541,0.930452119494932,0.9341993166847802,0.9377052571450454,0.9409674607970644,0.9465950563264895,0.9500683013914267,0.9515564760654964,0.9523886340175787
15.0,0.8575345837705032,0.8507787344187068,0.8451976550531696,0.8473590384375971,0.8523318766969551,0.8580559863952251,0.8650711548085028,0.8716307858711508,0.8777048804101355,0.8886379603999538,0.8953315712070765,0.8981894613103929,0.8995785687358696
20.0,0.7715795143844754,0.7634659759786625,0.756797376072372,0.7604919662912272,0.7678583508430197,0.7761366755092799,0.7861627372168893,0.7955302691209909,0.8042055947693957,0.8202937246568882,0.8300954701913738,0.8341807301686884,0.8358764880278168
25.0,0.6773842295498698,0.670140625353845,0.6646153660664574,0.6709367707534022,0.6812111503603042,0.6922598710310809,0.7051472375619985,0.7170591337437301,0.727950394000292,0.7483632446982716,0.7608141963670303,0.7659992133985497,0.767623870903254
30.0,0.5765329590736221,0.5718556471679171,0.5694292409607642,0.5796708527429497,0.593802654096719,0.6083722421789551,0.6245275350356639,0.6392448318324567,0.6524404185753695,0.6765015655107894,0.6913195259314072,0.6977455195677141,0.6992277087637678
35.0,0.47119726157304587,0.4696182497450553,0.47104687794156525,0.48579718535231947,0.5044339735389163,0.5232708318134421,0.5433737368687246,0.5615739343127926,0.577660090086337,0.6052461568477968,0.6226092116876176,0.630843339538511,0.6325537702741134
40.0,0.3653242578789194,0.36664846181833116,0.3716445097283352,0.3903742216889914,0.41316898626117005,0.43623934195128244,0.4604988526276843,0.4826272435232417,0.50217785851167,0.5334750938393981,0.5538710271326014,0.5647064092143699,0.5673570354412347
45.0,0.26296839966851515,0.2670703823475257,0.27522113035009804,0.29681930915429294,0.3225912397556532,0.3489240845377444,0.37663233306632193,0.4023524347729998,0.42534762297504236,0.46028921543242257,0.48403990220128257,0.4981106601198779,0.5023894534055817
50.0,0.16665489573818476,0.1736062621596464,0.1848988801894522,0.20860129779676886,0.23619852069568717,0.2645040489574854,0.2943873932866144,0.32264101266215006,0.3482938072286121,0.38614871935920947,0.41302929626349527,0.4304538847890618,0.4366667318179282
55.0,0.0778985189275185,0.0872978595173329,0.10166973930867973,0.12718009929579194,0.15608039414874061,0.18556603834486038,0.2165282175487632,0.246162853092784,0.27336639115910216,0.3128184281444526,0.3420272660688053,0.36233167771398855,0.37022745480061375
60.0,0.010420128743734693,0.012323613649463775,0.026351821172231612,0.05264011769825869,0.08244813176493088,0.11287097493060758,0.14449829470318684,0.1748622883315265,0.20276730468892057,0.24242872999448395,0.2729332423877512,0.2953210085567193,0.30419249274653193
65.0,0.07223398332374265,0.0619729646501345,0.04460741037074401,0.0187315946479655,0.016566559744402833,0.046170400692483286,0.07815483733891679,0.10911219025850424,0.13748754895216997,0.17643906697518913,0.2074450517877069,0.23117000509272245,0.24023117015187379
70.0,0.12748148644354393,0.11921193439181371,0.10288256067822381,0.07757072342782431,0.048595822632852455,0.01901528383660482,0.01845346563954706,0.04857743216958452,0.07736074174603895,0.1151915139765129,0.14636646101987225,0.17107156820780056,0.1798119206496002
75.0,0.1691980995221967,0.1639545165392188,0.15002792781737756,0.12808019405102847,0.10187392568304374,0.07290022139289792,0.04189005557793483,0.01330603888586623,0.023041825523172105,0.058395028802789226,0.08960982183682412,0.11533446543514618,0.12368723247186862
