baseline,"[8.516709, 9.478886, 10.54976, 11.74162, 13.06814]"
0,1
5,"[[0.92627352]
 [0.93328801]
 [0.9435252 ]
 [0.95330082]
 [0.95927294]]"
10,"[[0.72797929]
 [0.75084077]
 [0.78639107]
 [0.82103355]
 [0.84373983]]"
15,"[[0.46258471]
 [0.49626907]
 [0.55971447]
 [0.62466311]
 [0.6683236 ]]"
20,"[[0.20139894]
 [0.22743409]
 [0.30588218]
 [0.39456195]
 [0.45580202]]"
25,"[[0.00822731]
 [0.01172454]
 [0.06953903]
 [0.16404361]
 [0.23201765]]"
30,"[[0.08786074]
 [0.15292197]
 [0.11938509]
 [0.04336697]
 [0.02905917]]"
35,"[[0.0740239 ]
 [0.20734359]
 [0.23107723]
 [0.19101993]
 [0.15865673]]"
40,"[[0.02659536]
 [0.17011115]
 [0.261409  ]
 [0.27729386]
 [0.28658085]]"
45,"[[0.1681983 ]
 [0.06382218]
 [0.21699329]
 [0.29627598]
 [0.35865046]]"
50,"[[0.30534396]
 [0.07924113]
 [0.11596765]
 [0.25376085]
 [0.37329364]]"
55,"[[0.39519038]
 [0.21640695]
 [0.02018599]
 [0.16341176]
 [0.33517325]]"
60,"[[0.41495249]
 [0.3152246 ]
 [0.14991714]
 [0.04549037]
 [0.25494123]]"
65,"[[0.36595497]
 [0.35425613]
 [0.25611399]
 [0.08314892]
 [0.14656782]]"
70,"[[0.27051782]
 [0.32896134]
 [0.31609629]
 [0.1934383 ]
 [0.02910876]]"
75,"[[0.16313941]
 [0.25246251]
 [0.32123935]
 [0.27159929]
 [0.08902013]]"
80,"[[0.07825158]
 [0.14877506]
 [0.27553312]
 [0.30653424]
 [0.18158439]]"
85,"[[0.04087422]
 [0.04662834]
 [0.19286113]
 [0.2957158 ]
 [0.2421831 ]]"
90,"[[0.05910494]
 [0.02843231]
 [0.09334482]
 [0.24465902]
 [0.26400881]]"
95,"[[0.12310086]
 [0.05912793]
 [0.00585034]
 [0.16517993]
 [0.24732032]]"
100,"[[0.20963004]
 [0.04071237]
 [0.07244498]
 [0.07288947]
 [0.19700061]]"
105,"[[0.28929368]
 [0.02117026]
 [0.10605032]
 [0.0184817 ]
 [0.12264962]]"
110,"[[0.33701434]
 [0.10372559]
 [0.09782794]
 [0.08829437]
 [0.03679919]]"
115,"[[0.33973063]
 [0.18710031]
 [0.05198218]
 [0.13057719]
 [0.05195957]]"
120,"[[0.29942039]
 [0.24869678]
 [0.02223943]
 [0.13851108]
 [0.12605406]]"
125,"[[0.23159396]
 [0.27368976]
 [0.10277935]
 [0.11238814]
 [0.17911417]]"
130,"[[0.15919122]
 [0.25808953]
 [0.17562218]
 [0.05846201]
 [0.20481024]]"
135,"[[0.10563683]
 [0.20810692]
 [0.22495351]
 [0.01593939]
 [0.2007555 ]]"
140,"[[0.08722008]
 [0.13857669]
 [0.24152006]
 [0.08959898]
 [0.16871832]]"
145,"[[0.10802728]
 [0.06823873]
 [0.22384063]
 [0.15573274]
 [0.11457507]]"
150,"[[0.15944686]
 [0.01540414]
 [0.17746223]
 [0.20174156]
 [0.04697503]]"
155,"[[0.22331116]
 [0.00816927]
 [0.11333373]
 [0.22073982]
 [0.0263141 ]]"
160,"[[0.27848988]
 [0.00831923]
 [0.04561817]
 [0.21090589]
 [0.08998415]]"
165,"[[0.30780514]
 [0.04910321]
 [0.01159684]
 [0.17534034]
 [0.13880994]]"
170,"[[0.30313194]
 [0.10916595]
 [0.04627098]
 [0.12121421]
 [0.16617191]]"
175,"[[0.26753435]
 [0.17018614]
 [0.05205723]
 [0.05844529]
 [0.16908749]]"
180,"[[0.21359969]
 [0.21612632]
 [0.02917099]
 [0.00486296]
 [0.14861308]]"
185,"[[0.15943664]
 [0.23585636]
 [0.0186512 ]
 [0.0506355 ]
 [0.10842378]]"
190,"[[0.12262537]
 [0.22534444]
 [0.07584138]
 [0.07837755]
 [0.05503687]]"
195,"[[0.11430389]
 [0.18856978]
 [0.1328651 ]
 [0.08172992]
 [0.00801887]]"
200,"[[0.135906  ]
 [0.13588966]
 [0.17712933]
 [0.06098355]
 [0.0613449 ]]"
