baseline,"[8.516709, 9.478886, 10.54976, 11.74162, 13.06814]"
0,1
5,"[[0.91416145]
 [0.92073593]
 [0.93223819]
 [0.94366209]
 [0.9506891 ]]"
10,"[[0.68786711]
 [0.70728923]
 [0.74597751]
 [0.78563052]
 [0.81186993]]"
15,"[[0.39859652]
 [0.41973975]
 [0.48436378]
 [0.55587898]
 [0.60453821]]"
20,"[[0.13852914]
 [0.13522632]
 [0.20515314]
 [0.29625391]
 [0.36022613]]"
25,"[[0.02095699]
 [0.079493  ]
 [0.03792757]
 [0.05253372]
 [0.11441408]]"
30,"[[0.05033235]
 [0.18208917]
 [0.19597886]
 [0.14495525]
 [0.10548011]]"
35,"[[0.03518698]
 [0.16757991]
 [0.25544366]
 [0.26267222]
 [0.26646598]]"
40,"[[0.18333546]
 [0.06083182]
 [0.21817787]
 [0.29590438]
 [0.35840599]]"
45,"[[0.33215642]
 [0.09453016]
 [0.10814777]
 [0.25101251]
 [0.37767252]]"
50,"[[0.42593338]
 [0.24379278]
 [0.04098621]
 [0.14711205]
 [0.33106992]]"
55,"[[0.43522217]
 [0.3435458 ]
 [0.18455711]
 [0.01546533]
 [0.2336713 ]]"
60,"[[0.36574232]
 [0.36756199]
 [0.29049624]
 [0.12759347]
 [0.10685788]]"
65,"[[0.25237995]
 [0.31593976]
 [0.33498523]
 [0.23894822]
 [0.02981839]]"
70,"[[0.14355848]
 [0.21169598]
 [0.31174995]
 [0.30365461]
 [0.14583761]]"
75,"[[0.08107565]
 [0.09301598]
 [0.23241338]
 [0.31181256]
 [0.229333  ]]"
80,"[[0.08465086]
 [0.00114429]
 [0.12237265]
 [0.26596958]
 [0.26707397]]"
85,"[[0.14715009]
 [0.0434289 ]
 [0.01308012]
 [0.17984973]
 [0.25600352]]"
90,"[[0.2399191 ]
 [0.02510353]
 [0.06879239]
 [0.07479368]
 [0.20085637]]"
95,"[[0.3250508 ]
 [0.0452696 ]
 [0.10266711]
 [0.02689747]
 [0.11470237]]"
100,"[[0.36986635]
 [0.1391612 ]
 [0.08436849]
 [0.10149002]
 [0.01632347]]"
105,"[[0.35916571]
 [0.22721857]
 [0.02270593]
 [0.13725473]
 [0.08312094]]"
110,"[[0.30062268]
 [0.28163523]
 [0.06660302]
 [0.12896555]
 [0.15901452]]"
115,"[[0.22023921]
 [0.28673541]
 [0.15558916]
 [0.08120862]
 [0.20289882]]"
120,"[[0.15122876]
 [0.2436022 ]
 [0.22316873]
 [0.00937653]
 [0.209627  ]]"
125,"[[0.12000673]
 [0.16867244]
 [0.25252878]
 [0.08018973]
 [0.17994974]]"
130,"[[0.13629501]
 [0.08801775]
 [0.23796476]
 [0.15742729]
 [0.12124563]]"
135,"[[0.19106826]
 [0.02815733]
 [0.18536992]
 [0.2108252 ]
 [0.04504056]]"
140,"[[0.2608893 ]
 [0.00842585]
 [0.11035833]
 [0.23001318]
 [0.03679048]]"
145,"[[0.31783094]
 [0.02906503]
 [0.03393418]
 [0.21234343]
 [0.107199  ]]"
150,"[[0.33999904]
 [0.08422915]
 [0.02392107]
 [0.16319186]
 [0.15633389]]"
155,"[[0.32014106]
 [0.15451655]
 [0.04910953]
 [0.09451596]
 [0.1765494 ]]"
160,"[[0.26802713]
 [0.21661538]
 [0.03691219]
 [0.02207092]
 [0.16524468]]"
165,"[[0.20581362]
 [0.25089444]
 [0.01054141]
 [0.03917305]
 [0.12569467]]"
170,"[[0.15875386]
 [0.2474076 ]
 [0.07292525]
 [0.07591469]
 [0.06608778]]"
175,"[[0.14458361]
 [0.20868691]
 [0.1391443 ]
 [0.08205724]
 [0.00663675]]"
180,"[[0.16716198]
 [0.14870071]
 [0.19027687]
 [0.05775623]
 [0.06844254]]"
185,"[[0.2160817 ]
 [0.08784337]
 [0.21351507]
 [0.01084199]
 [0.1190002 ]]"
190,"[[0.27109445]
 [0.04601852]
 [0.20355923]
 [0.05298908]
 [0.14706294]]"
195,"[[0.31045503]
 [0.03571601]
 [0.16421459]
 [0.1139982 ]
 [0.14880818]]"
200,"[[0.31905084]
 [0.05834282]
 [0.10696358]
 [0.16195724]
 [0.12495336]]"
