baseline,8.516709,9.478886,10.54976,11.74162,13.0681
0,1,1,1,1,1
5,0.97140877,0.97522896,0.97950226,0.98332393,0.98555683
10,0.88998496,0.90444737,0.92047686,0.93480079,0.94373081
15,0.76644703,0.79567929,0.82880235,0.85848314,0.8773574
20,0.61469947,0.66007179,0.71235048,0.76001277,0.79085084
25,0.44909076,0.50868604,0.57953271,0.64550408,0.68908804
30,0.28288699,0.35178268,0.43806909,0.52075131,0.57661872
35,0.12839304,0.19872257,0.29488142,0.39097988,0.45771078
40,0.01079821,0.05889929,0.15665317,0.2610436,0.33602047
45,0.10606678,0.06414604,0.03195476,0.13583377,0.21510171
50,0.17115507,0.15728225,0.08350408,0.02416196,0.09881459
55,0.19870187,0.22072365,0.1719157,0.08615964,0.02054576
60,0.19047595,0.25261161,0.23620548,0.1714025,0.11175566
65,0.15083123,0.25406402,0.27474564,0.2374608,0.19567972
70,0.08640888,0.22759599,0.28766353,0.28257035,0.26388945
75,0.00968906,0.17771047,0.27638341,0.30640615,0.31471139
80,0.08275201,0.11007037,0.24349285,0.30957262,0.34759169
85,0.16735552,0.03235302,0.19250842,0.29340078,0.36281088
90,0.24110863,0.05182558,0.12791611,0.25990462,0.36085997
95,0.29740245,0.12998652,0.05537461,0.21181743,0.34308994
100,0.33168116,0.19892952,0.02352523,0.15258023,0.31093194
105,0.34175359,0.25349466,0.09535133,0.08624087,0.26651709
110,0.32810446,0.29008373,0.16157521,0.01893845,0.21241924
115,0.29362487,0.30659712,0.21709761,0.05406875,0.15156689
120,0.24313685,0.30276079,0.25880915,0.11801275,0.0872699
125,0.18277149,0.2799813,0.28452027,0.17482658,0.0238635
130,0.11914041,0.24138503,0.29329236,0.22162684,0.04228233
135,0.05892275,0.19099865,0.28533841,0.25634128,0.09937996
140,0.00826245,0.13361284,0.26200534,0.27756618,0.14994072
145,0.02829636,0.07420631,0.22578401,0.28466563,0.19180009
150,0.04737514,0.0180265,0.17976947,0.27785464,0.22331459
155,0.04810725,0.03152218,0.12741706,0.25817637,0.24358391
160,0.03144443,0.06888051,0.07245572,0.22735994,0.25200184
165,0.0055678,0.09229494,0.01909243,0.18761633,0.24865563
170,0.04440455,0.10047357,0.03146539,0.1414559,0.23424842
175,0.09350863,0.09345506,0.07248836,0.09158211,0.20985304
180,0.14349382,0.07245522,0.10329209,0.04093513,0.17713873
185,0.18902592,0.03983772,0.12209576,0.01089537,0.13782965
190,0.22564695,0.00604622,0.12812954,0.05376554,0.09392817
195,0.24999994,0.04848772,0.12155183,0.09141848,0.04758489
200,0.25997915,0.09510886,0.10328521,0.12049439,0.00740851
