baseline,8.516709,9.478886,10.54976,11.74162,13.0681
0,1,1,1,1,1
5,0.9978602,0.99755654,0.99762377,0.99795185,0.99777288
10,0.99203295,0.99090722,0.99111355,0.99226837,0.99158868
15,0.98384445,0.98157527,0.98191818,0.9841221,0.98256557
20,0.97456821,0.97117013,0.97164908,0.97490707,0.97216395
25,0.96488676,0.96063973,0.96142305,0.96571621,0.9616564
30,0.95494442,0.95018725,0.95159065,0.95704662,0.951802
35,0.94475764,0.93966483,0.94197301,0.94884188,0.9427425
40,0.93447428,0.92902368,0.93230238,0.94078321,0.93419989
45,0.92429883,0.91844328,0.92254175,0.9326192,0.92575805
50,0.91431324,0.90814681,0.91288914,0.92434064,0.9171525
55,0.9044623,0.89818694,0.90356909,0.91613688,0.90838512
60,0.89469587,0.88844612,0.89462975,0.90821734,0.89966685
65,0.88506213,0.87880438,0.88593503,0.9006508,0.89125035
70,0.8756426,0.86927872,0.87731562,0.89333367,0.88325779
75,0.86643955,0.85997904,0.86872289,0.88608872,0.87562988
80,0.8573785,0.85096918,0.86025066,0.87880326,0.8681762
85,0.84840469,0.84218487,0.85202153,0.87150025,0.86070692
90,0.83953878,0.83350856,0.84406197,0.86429857,0.85314375
95,0.83082485,0.82488705,0.83627207,0.85730546,0.84555298
100,0.82225404,0.81636909,0.82852239,0.85052884,0.83808215
105,0.81376818,0.80802501,0.82076166,0.84387337,0.8308548
110,0.80533141,0.79985353,0.81304647,0.83721497,0.82389009
115,0.79696552,0.79177944,0.80546886,0.83049081,0.81709557
120,0.78870502,0.78373571,0.79806121,0.8237357,0.81032557
125,0.78053922,0.77573078,0.79076528,0.81704243,0.80347327
130,0.77242323,0.76782477,0.78348878,0.8104826,0.79652993
135,0.76433471,0.76005197,0.77619141,0.80405095,0.78957754
140,0.75629648,0.75237651,0.76891439,0.79767356,0.78272962
145,0.74833631,0.74473527,0.76173294,0.79126844,0.7760538
150,0.74044368,0.73710593,0.75468023,0.78480812,0.76953573
155,0.73258229,0.72952642,0.74771765,0.7783361,0.76308743
160,0.72473832,0.72204311,0.740773,0.77192771,0.75661222
165,0.71693484,0.71465456,0.73380949,0.76562915,0.75006344
170,0.70919511,0.70731237,0.7268559,0.75942298,0.74347101
175,0.70150819,0.69997704,0.71997441,0.75324497,0.73691757
180,0.69384475,0.69265999,0.71319697,0.74703609,0.73048146
185,0.68619743,0.68540516,0.70649631,0.74078737,0.72418937
190,0.67858895,0.67823509,0.69981324,0.73454345,0.71799882
195,0.67103829,0.67112398,0.69311287,0.7283642,0.71183113
200,0.66353403,0.66402935,0.68641539,0.72227679,0.70562145
