baseline,8.516709,9.478886,10.54976,11.74162,13.0681
0,1,1,1,1,1
5,0.93906871,0.94555396,0.95418617,0.96226456,0.96720245
10,0.77214609,0.79446941,0.825216,0.8543823,0.87347052
15,0.53939597,0.57676156,0.63443884,0.69099883,0.72889796
20,0.29240183,0.3334661,0.41137528,0.49309092,0.54916793
25,0.07986897,0.10545726,0.18780777,0.28413482,0.35232122
30,0.06407945,0.07663647,0.01794618,0.08725722,0.15665895
35,0.12036899,0.1876023,0.15929795,0.08488943,0.03145317
40,0.09151458,0.22158175,0.2469205,0.20898178,0.17559262
45,0.00873643,0.1829298,0.26994862,0.28261783,0.28649264
50,0.13449782,0.08808702,0.23270488,0.30265439,0.3535028
55,0.26307284,0.0396939,0.14738914,0.2723586,0.37463394
60,0.35835172,0.16723004,0.03399362,0.20049173,0.35260065
65,0.40027267,0.27145022,0.09093722,0.10044238,0.29300947
70,0.38363155,0.33269279,0.19964545,0.01793651,0.20569309
75,0.31814164,0.34303615,0.27833108,0.1230058,0.10239929
80,0.2240744,0.30459382,0.31669234,0.21367945,0.01336955
85,0.12722254,0.22921666,0.31188012,0.27559708,0.10478126
90,0.05252762,0.13465734,0.26777335,0.30270555,0.18407599
95,0.01788135,0.04166116,0.19451953,0.29402112,0.23762082
100,0.0290084,0.03078031,0.10594061,0.25314502,0.26116608
105,0.0794453,0.06842507,0.01828885,0.18747841,0.25437282
110,0.15414402,0.06598892,0.05599104,0.10721681,0.219942
115,0.23267288,0.02698911,0.1022459,0.02469434,0.16301051
120,0.29486289,0.04025817,0.1155167,0.05192213,0.09116931
125,0.32579028,0.11705943,0.0954052,0.1081071,0.01515563
130,0.31909047,0.18907951,0.04768079,0.13921631,0.06474788
135,0.27826005,0.24145746,0.02046135,0.14215268,0.12973865
140,0.21577184,0.26437074,0.09202374,0.11809349,0.17718741
145,0.14886285,0.25408888,0.15851254,0.07190658,0.20257894
150,0.09494554,0.21448743,0.20834442,0.01289484,0.20384808
155,0.06715447,0.15518279,0.23372493,0.05724824,0.18242496
160,0.07117991,0.08966154,0.23124108,0.12070729,0.14173414
165,0.10457512,0.0318536,0.2025344,0.17262644,0.08731028
170,0.1576895,0.00712136,0.15361122,0.20623585,0.0262815
175,0.21596984,0.01946959,0.09368575,0.21754192,0.03752939
180,0.26409054,0.00674204,0.03350964,0.20576057,0.09271084
185,0.28996658,0.03618735,0.01710098,0.1733888,0.13591017
190,0.2880446,0.08944084,0.0497188,0.12575232,0.16255223
195,0.26003983,0.1456255,0.059941,0.07010545,0.1701548
200,0.21408728,0.19254448,0.04692429,0.01478909,0.15836519
