baseline,2.11817
0,1
5.0,0.976963224413916
10.0,0.9103059466140323
15.0,0.8063690866113434
20.0,0.6738186138113922
25.0,0.5223793945569254
30.0,0.3620141508182531
35.0,0.2023492651917571
40.0,0.052384256612274825
45.0,0.08168534304137379
50.0,0.19200057094442544
55.0,0.27535559006770327
60.0,0.3293103634517982
65.0,0.3533625815266056
70.0,0.3488675093673609
75.0,0.31878685104817606
80.0,0.2674408212110197
85.0,0.20018628745048997
90.0,0.12303816294782918
95.0,0.04230380720450013
100.0,0.03635819165706778
105.0,0.10670813120745865
110.0,0.16459432488038214
115.0,0.2065136141261079
120.0,0.23037066201715797
125.0,0.23548416314755563
130.0,0.2225927084000909
135.0,0.19370712566887457
140.0,0.15189177799892295
145.0,0.10099437382443516
150.0,0.0453300029314035
155.0,0.010844967791036166
160.0,0.06290783348665203
165.0,0.10749313917031698
170.0,0.141582390224746
175.0,0.1631769014107636
180.0,0.1713205030813224
185.0,0.16610802445257808
190.0,0.14863983267503814
195.0,0.12088593981903682
200.0,0.08547906834048534
