baseline,0.095034815,0.8083358,2.11817
0,1,1,1
5.0,0.1802433684893771,0.8724641420675302,0.979633160917705
10.0,0.0878965319476159,0.5391219851625758,0.9198975784521277
15.0,0.040104924584117144,0.1263499527543812,0.8246412902538901
20.0,0.015791961624430754,0.21734596933506192,0.6999335093869029
25.0,0.0065976009033797455,0.3816379672717032,0.5535919755363259
30.0,0.005479676123322674,0.3389669587304877,0.3945916543468432
35.0,0.006292856611127623,0.1474160822346181,0.23242226433285382
40.0,0.00540225100435483,0.08225501731828881,0.07655412594642577
45.0,0.002039978079828848,0.23930979508844794,0.0657814853407169
50.0,0.0026856920154936987,0.2620324867464237,0.18531545716949868
55.0,0.00612687610728696,0.15829992668191625,0.2779829555306964
60.0,0.007094605331036465,0.00683804736289693,0.3402460367895308
65.0,0.005535947930714661,0.14733884391519003,0.3708589490891534
70.0,0.0025303443860352054,0.20052072493432496,0.37075232143730213
75.0,0.0014832900387095425,0.152020910101911,0.3427635814544185
80.0,0.0,0.037553082258963005,0.29133980461595216
85.0,0.0,0.0802467520992884,0.2221473986578118
90.0,0.0,0.1449311256823038,0.14162034120838876
95.0,0.0,0.13250834927721025,0.056516345229194694
100.0,0.0,0.05894196737741307,0.02712125350967646
105.0,0.0,0.03255636095878302,0.10238905347880009
110.0,0.0,0.0957942042109964,0.1650606499859255
115.0,0.0,0.10448099497872795,0.21130539586359098
120.0,0.0,0.062301746695655656,0.23884418523755688
125.0,0.0,0.003456889840773377,0.24687766810141343
130.0,0.0,0.05635297902134643,0.23607817268260253
135.0,0.0,0.0739734916891134,0.2084283702311796
140.0,0.0,0.053319907547375534,0.16699278358894917
145.0,0.0,0.011284127927310714,0.11564325700330877
150.0,0.0,0.028278893056574668,0.05874007264607679
155.0,0.0,0.04572437831782955,0.0018056971592753939
160.0,0.0,0.03722723357951134,0.05399521008717496
165.0,0.0,0.012747981325424054,0.1016066543941627
170.0,0.0,0.012324610521765061,0.13904206590434587
175.0,0.0,0.02384369686225071,0.1641174128228003
180.0,0.0,0.01966369096293073,0.17567741386982533
185.0,0.0,0.006484361286315558,0.17361260423247693
190.0,0.0,0.00652709684170147,0.15882613902609627
195.0,0.0,0.009896052323553365,0.13311220805727184
200.0,0.0,0.0045336938094784965,0.09896253799542959
