baseline,8.516709, 9.478886, 10.54976, 11.74162, 13.06814
0,1,1,1,1,1
5,0.99787616,0.99797408,0.99818857,0.99842061,0.99844784
10,0.99171242,0.99214093,0.99297912,0.99385976,0.99400487
15,0.9819737 ,0.9830068 ,0.98488158,0.98677385,0.98710275
20,0.96917606,0.9711994 ,0.97449638,0.97773032,0.97833949
25,0.95374204,0.95718382,0.96232447,0.96722176,0.96827081
30,0.93594944,0.94124241,0.9486511 ,0.95555048,0.95726798
35,0.91599903,0.92351917,0.9335793 ,0.94282351,0.94550676
40,0.8940895 ,0.90414175,0.91714538,0.92903474,0.93297525
45,0.87041845,0.88326505,0.89942707,0.91416972,0.91960495
50,0.84514543,0.86104078,0.88054164,0.89826987,0.90534685
55,0.81839437,0.83758801,0.86060608,0.88143104,0.89022312
60,0.79029089,0.81297308,0.8397051 ,0.86375722,0.87433257
65,0.76096786,0.7872681 ,0.81787236,0.84531382,0.85777369
70,0.73055786,0.76055453,0.79512493,0.82611558,0.84062647
75,0.69918742,0.732948  ,0.77150714,0.80615277,0.82290224
80,0.6669632 ,0.70454063,0.74710105,0.78543113,0.80457326
85,0.63399221,0.67541043,0.72199364,0.76399429,0.78561232
90,0.60039825,0.6456147 ,0.69624682,0.74191482,0.76601291
95,0.56630742,0.61523017,0.66990256,0.71926456,0.74582822
100,0.53183303,0.58435042,0.64299092,0.6960893 ,0.72512546
105,0.49707886,0.55307531,0.61555862,0.67240652,0.70397527
110,0.46215215,0.52148829,0.5876811 ,0.64822565,0.68241718
115,0.42716902,0.48965627,0.55944226,0.62357328,0.66045391
120,0.3922475 ,0.45764846,0.53090988,0.59850363,0.63808021
125,0.35749502,0.42554897,0.50212978,0.57308749,0.61529281
130,0.32300991,0.39345357,0.47314204,0.54738965,0.59212575
135,0.288894  ,0.36145184,0.44399795,0.52145305,0.5686357
140,0.25525256,0.32961602,0.41476884,0.49530123,0.54488905
145,0.22219037,0.29801287,0.38553538,0.46895584,0.52094106
150,0.18980511,0.26671267,0.35636685,0.44245482,0.49681675
155,0.15818453,0.23580107,0.32731433,0.41585716,0.47252519
160,0.12741719,0.20536057,0.29841967,0.38923131,0.44806918
165,0.09759953,0.17546603,0.26973093,0.36263708,0.42346951
170,0.06883002,0.14617828,0.2413116 ,0.33611514,0.39877117
175,0.04121786,0.11756066,0.21323521,0.3096915 ,0.37403477
180,0.01511132,0.08968763,0.18556344,0.28339258,0.34932032
185,0.01174264,0.06264496,0.15834483,0.25725845,0.32467074
190,0.03513682,0.03655384,0.13162195,0.2313443 ,0.30010653
195,0.05765036,0.01195713,0.1054411 ,0.20570966,0.27563611
200,0.07880729,0.01426813,0.07986369,0.18040464,0.25127223
